row ID,row m/z,row retention time,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,Rivulariapeptolide_1185_metabolomics.mzXML Peak area,2286_crude_metabolomics.mzXML Peak area,SPE_1-2_Chymo_metabolomics.mzXML Peak area,Rivulariapeptolide_1155_metabolomics.mzXML Peak area,SPE_1-1_Chymo_metabolomics.mzXML Peak area,
148,366.1552080426897,1.2055866666666666,,,,,,,,382.08112173462104,5600174.701828124,1609.4616406250111,424.443665588381,12470.764090332024,
165,703.3455042983546,3.5874066666666664,,,,,,,,797.9298694457888,844702.9983808564,2832701.88400783,1257.9973623657463,8612113.061893577,
279,971.4869514016543,4.519586666666667,,,,,,,,128579.43605096532,8.848791696489428E7,7852712.419796722,3116898.370058606,4.3926415969912475E8,
283,832.2400344122022,7.847366666666666,,,,,,,,1334213.3213437493,145712.85217187434,1.6273384293937631E7,4.248314747349963E7,1.1509045977156315E7,
285,399.24935785929364,2.7036,,,,,,,,0,92925.12370556615,6692900.941124968,390.34483312988476,1.508392501524003E7,
287,1073.3062082001657,7.8433633333333335,,,,,,,,267032.4144414088,55861.05558007792,2537833.1626406577,7453152.19278126,215313.04017187626,
288,804.263007861189,7.29203,,,,,,,,1.2535550955115882E8,2.0656408254200053E8,6665892.683750061,437632.76700000913,6721802.395334051,
289,1073.3061381022137,8.290753333333333,,,,,,,,338014.81202733866,350068.4383828134,5379715.462500452,386686.6737656342,363334.80880859954,
291,858.539421081543,8.314558333333332,,,,,,,,0,0,4828475.586250434,74707.91523242234,0,
292,536.1650933485764,7.82473,,,,,,,,3.421319691234855E8,3.9512573984240017E9,6058873.893468794,1563198.616125003,1819874.7934726656,
299,938.2846959431965,7.795633333333333,,,,,,,,0,17467.608149413638,3801698.0756250313,159142.31181835665,14023.070385254352,
301,684.2025046324118,7.31677,,,,,,,,2815171.5107734227,369597.23421874974,3745962.294562526,813519.9341562643,524212.8505703084,
303,684.2025654842979,8.336863333333335,,,,,,,,6195945.896636753,851059.5761250103,2154717.568625182,8151400.755304652,9.209965145000185E7,
305,311.26957872178815,3.746988888888889,,,,,,,,0,87258.74145336886,1.0212927989968741E7,337.50212655639143,0,
310,1296.3624726883088,7.351260000000001,,,,,,,,329331.72078906547,3576062.1195468535,2668643.630437512,1091961.7279531283,1650809.4761796873,
313,955.5137257145252,4.43664,,,,,,,,82272.1396695553,6.369622067462673E7,1138811.6733750275,144975.03591632127,3.3288318401136637E8,
317,1101.3384309895832,8.295886666666666,,,,,,,,98097.43578124924,24933.188843748478,1594892.388125135,336172.26242968923,42232.13050781241,
319,832.240136432368,8.341933333333333,,,,,,,,538909.5298242045,297840.9779531283,1597903.606125141,1.3002597985046353E7,1869958.7629375402,
321,776.2320535679668,7.294700000000001,,,,,,,,3.90543075405288E8,2.1618591094880066E9,1529457.7120781308,737809.9755468904,2.9378273932890926E7,
323,1296.3623962402344,7.857356666666666,,,,,,,,562177.7248554686,2072122.4748280996,1958369.9838750125,585652.9302109408,1944738.930375033,
325,684.2021691894531,7.796176666666666,,,,,,,,872063.1526250136,943156.7691718776,1922013.6769687636,2758071.001124984,354293.79588281136,
328,1008.5407318115234,3.8918916666666665,,,,,,,,0,300833.46478124964,1812915.4827343733,0,0,
329,977.4953494117374,4.43664,,,,,,,,20175.567437896632,2.0064418597516544E7,761654.5413750185,38750.633742675964,2.5883879888734307E7,
333,1088.4501953125,4.096416666666666,,,,,,,,0,0,1338614.509078097,0,0,
337,937.5033396039689,4.43664,,,,,,,,46261.524623840094,3.362744115871862E7,881216.6517187579,58525.08171093809,1.856347420915933E8,
342,1142.8270433213975,8.3241,,,,,,,,0,0,934387.6014375812,974717.7326601531,35603.31535253907,
353,1006.5244468796857,4.4930233333333325,,,,,,,,39845.038190918516,3.133159667465029E7,562499.6196093909,1963447.144445316,2.6012695826374972E8,
358,915.562801513672,8.378906666666666,,,,,,,,192173.45217773682,25086.83278027361,692557.7217500652,146913.1059853507,4943.905454345549,
359,610.1836395263672,7.330240000000001,,,,,,,,785865.2357343808,454742.9913984396,1096525.8596875074,932745.4172187481,8.292748908287501E7,
366,610.1836364746093,7.826343333333332,,,,,,,,909728.5910625007,520326.9233867212,912944.463234381,3787886.694203138,5823495.132625097,
380,610.1835735762746,8.353933333333334,,,,,,,,847461.8377265637,368902.49067968316,598634.5347813042,3887678.362757798,3981902.8330000904,
393,998.2874465215773,7.832783333333333,,,,,,,,470231.2747265617,103456.5096093739,670789.7016562563,371539.60509375075,8776976.072750127,
416,347.21806112925213,1.2373416666666666,,,,,,,,372.81935302734746,112017.80990130609,711942.6302500032,0,4683099.483656236,
432,476.30708836256855,2.5774466666666664,,,,,,,,17799.32611804199,435034.4747117916,486498.31910937245,15060.209019287053,3821178.369937494,
468,903.5601890035522,7.3731,,,,,,,,1.991719339509375E7,0,508382.2848125003,4.0783513804499894E7,1177076.9150429675,
470,702.2134555162272,7.047633333333333,,,,,,,,3.5202259756809664E8,2.333219700911242E9,3637499.21243847,7705750.865461152,2.403064508623485E7,
474,1222.3443583170572,7.415513333333334,,,,,,,,7386574.002750206,120378.15681152213,61840.18154296829,1.015304046288234E7,293514.7876171877,
476,832.2393155779157,7.344691666666666,,,,,,,,701473.6480312606,146758.8449648445,1130964.057359381,4960852.901249969,0,
478,1191.6301446968284,5.024616666666667,,,,,,,,45452.278510436925,0,1.3507388321390675E7,2724085.562624987,1.1400172818052152E8,
480,834.5390455457899,7.077477777777777,,,,,,,,37657.92935156159,0,7619.762233642469,3224164.0175937847,0,
481,1222.3439743768602,7.301959999999999,,,,,,,,9145203.453999907,54531.703769531494,372236.7140937503,3167955.717562557,538719.5338789008,
482,988.514172869606,4.675933333333334,,,,,,,,14375.05995214821,3064723.656756818,4.275939502204841E7,2298578.610093739,2.703672955794735E7,
483,511.2554623267764,5.217746666666667,,,,,,,,4879.63696801752,175263.46781396575,3804996.761130859,1220432.1071796801,394765.5151259739,
486,989.4977095438899,4.51646,,,,,,,,244796.28288507243,1.7925419725802097E8,9.902148307780486E7,2449799.628718762,8.172897017017181E8,
487,834.5424234154112,6.8539,,,,,,,,48257.24971874928,334036.9604843673,555380.0225468725,4114533.7262343816,24792.113686522454,
491,834.5388590494791,7.096122222222223,,,,,,,,37657.92935156159,0,7619.762233642469,4002848.303250009,0,
493,834.5378443400065,7.2938375,,,,,,,,233138.44624804606,17111.61041015646,3291.394025390773,3090716.2555000535,0,
495,971.4876532204138,4.671236666666667,,,,,,,,8473.357299560486,2667403.1113725523,2.604445010595707E7,1934177.4853593658,2.108258442097667E7,
497,1173.6200764973958,4.913272222222222,,,,,,,,978.1789034423484,18716.810842529274,0,1326638.8769062436,0,
503,953.4765264892578,4.67637,,,,,,,,4186.739777465711,1396708.9592236236,1.8894374825880878E7,2065147.8395585625,8337502.354765697,
506,610.184334092882,6.8414866666666665,,,,,,,,1.2513099518218745E7,5377351.8703280715,4.150615754462496E7,3850142.2680156585,3.107769895927509E9,
507,834.5402691553509,6.66043888888889,,,,,,,,80953.7884113776,0,15114.26412792919,6471011.767718729,0,
511,804.2626429956609,7.30165,,,,,,,,1.2526730704885998E8,2.0656408254200053E8,0,899496.401796886,6618129.134947333,
512,993.4713917759487,4.697039999999999,,,,,,,,2363.6416134642727,135716.91491992096,1.3625995393836934E7,964609.6513359329,388567.4262343763,
515,610.184308995108,6.885196666666667,,,,,,,,9225740.784765618,1311663.888976559,2.697962175590617E7,1923638.8231718757,1.7417288727515082E9,
516,1011.4792626583214,4.516403333333333,,,,,,,,52717.86585058639,3.1913715956745997E7,3.121620721625786E7,1373423.2887597803,3.572766602935933E7,
519,569.7952522398933,4.974894444444445,,,,,,,,405277.29896966554,4381.584582031236,0,732970.3220156215,0,
520,938.2858623928494,7.070904166666667,,,,,,,,116521.4185595708,0,105745.30146752877,1009890.8487812706,3908925.4086044924,
521,1156.5935064462515,5.021616666666667,,,,,,,,171279.9592649535,0,0,1034668.2289131037,1.9913093080730584E7,
524,1073.3062475585937,7.344473333333333,,,,,,,,838043.2903906228,144039.09696093353,216878.1526210938,1526247.3320156161,68952.90922167944,
528,1012.2671794891357,7.149079166666667,,,,,,,,7695.498791503518,0,1427514.4957695287,1436853.91131251,416929.1000473624,
529,1012.2671875396333,7.1550625,,,,,,,,7695.498791503518,0,998326.540371091,1832188.1189062581,404871.08651562437,
533,1219.6603222760584,5.02746,,,,,,,,11591.308872070196,1664055.7854863282,1582475.8070468837,827884.661624996,2525181.3565273546,
555,610.1839246028223,7.039580000000001,,,,,,,,1271007.3179687494,532745.9900390625,4713487.463593746,498976.2864843851,2.3892734818249848E8,
558,938.285831451416,7.088095833333333,,,,,,,,116521.4185595708,0,105745.30146752877,756532.565703132,3160581.3443076094,
673,832.2399228050596,7.639163333333334,,,,,,,,2127097.006125002,343799.24641601346,8.054230240525025E7,3.789878710150045E7,1.693006272051539E7,
676,610.183469777293,7.633606666666667,,,,,,,,2049592.3080468634,323668.9606015675,9304610.686765641,1879716.4349531182,1.0676603828499869E7,
681,366.1551001346473,1.7748866666666665,,,,,,,,916.9576152343795,156623.48384082032,67453.93286041258,1178.422062561037,1.3228066211812476E7,
687,401.19002210828995,0.6477555555555555,,,,,,,,0,297066.0137468264,46862.85538818363,0,6689679.822843752,
688,357.1660227775574,0.43046249999999997,,,,,,,,1224.6551630859374,387291.41499804676,29910.08234790039,0,3866996.6803749986,
689,864.265075749988,7.611750000000001,,,,,,,,507112.10423144436,5339207.288546858,752485.8292578153,1171891.458464847,5855772.83431833,
691,332.2070099986683,2.5663533333333333,,,,,,,,7241.914773498498,29425.22713281266,101024.87682324213,11140.12509539796,3524584.8966242634,
693,712.2334045410156,8.38193,,,,,,,,60510.58504492093,13004.35562695367,34074.56960156232,88737.55920214768,4746479.595187592,
698,339.17906468709305,3.030893333333333,,,,,,,,688.1923037109443,4908.583817138622,10062.967163513205,617.9573111572203,2958645.9599999967,
699,312.14441323020236,1.1897433333333334,,,,,,,,1280.666515563965,10203.492109680143,19094.813876403816,871.6600195312499,7337021.781800774,
700,334.2226989746094,2.964013333333333,,,,,,,,2754.449417724638,15856.136455078275,25728.09426708978,6613.45059350588,2848112.175812496,
701,398.1813430606618,1.848746666666667,,,,,,,,1975.8219175109857,3991.373822326681,74449.20087872313,2033.6824621581982,7824069.3902499825,
712,388.25434859381784,2.156816666666667,,,,,,,,10444.583240783699,491947.877643921,611687.5886378153,5408.494744506844,3998280.422562527,
715,1296.3632931150976,8.402333333333335,,,,,,,,427613.1726406261,1401736.2477578116,1618269.0568671627,1100947.5861518634,3903328.750812587,
726,366.1550969441731,1.9366666666666668,,,,,,,,491.8133990478515,23601.132404297077,2482.725035522475,874.4844855957028,5394113.972812501,
728,656.6187376698726,8.43495,,,,,,,,32055.600989990595,19236.366602294736,3774336.4609731426,151949.97918164474,3170649.3017812804,
733,334.2226265825544,2.7906733333333333,,,,,,,,6910.1365991821385,46728.04668237326,15563.992129394719,6405.523895874052,2395820.6977499886,
736,652.4121666809754,2.98873,,,,,,,,16958.768266235344,310803.81736621074,265375.875439574,12385.011075500488,1342199.9469374972,
742,339.17879507882253,2.8150900000000005,,,,,,,,449.00627343749545,10227.420056274372,5273.272206543042,593.8454232788115,2025344.7320624902,
751,748.5935675726996,8.447563333333333,,,,,,,,5245.776685058669,1.7895366418891642E7,222845.46102539028,5380.7477982172795,1194980.1552422224,
781,963.5833384195963,7.897005555555556,,,,,,,,0,43563.45377539103,95719.39778710857,0,946969.2429687738,
786,536.1649047851563,7.638920000000001,,,,,,,,322501.3835195342,106100.21471875165,430148.8208281206,290538.4808711011,1084597.2371249865,
801,892.2967590779174,7.5281125,,,,,,,,6876.513164062459,0,884514.3550878881,793404.4457539133,882642.4505781152,
